1630;408;Человек за бортом;0
1631;408;Сигнал бедствия;1
1632;408;Я делаю поворот вправо;0
1633;409;б;0
1634;409;а;0
1635;409;в;0
1636;409;Такого судна здесь нет;1
1637;410;При наличии сквозных пробоин корпуса судна;0
1638;410;При разгерметизации гермоотсеков;0
1639;410;При повреждении системы дистанционного управления двигателем;0
1640;410;Во всех перечисленных выше случаях;1
1641;411;судно стоящее на якоре;1
1642;411;судно ограниченное в маневре;0
1643;411;судно на мели;0
1644;411;рыболовное судно;0
1645;412;ходовой знак правого берега, обозначает, что судовой ход расположен вдоль правого берега;0
1646;412;перевальный знак, указывает перевал судового хода от одного берега к другому;0
1647;412;весенний знак правого берега, обозначает затопленный берег;1
1648;412;знак "ориентир", обозначает характерные места;0
1649;413;г);0
1650;413;а);1
1651;413;в);0
1652;413;б);0
1653;414;парусное судно идет под мотором;1
1654;414;несамоходное судно на буксире;0
1655;414;маломерное судно на мели;0
1656;414;рыболовное судно;0
1657;415;форпик;0
1658;415;бак;0
1659;415;рубка;1
1660;415;нос;0
1661;416;7 человек;0
1662;416;8 человек;0
1663;416;9 человек;0
1664;416;10 человек;1
1665;417;транспортир;0
1666;417;пеленгатор;0
1667;417;хронометр;0
1668;417;секстан;1
1669;418;широта;1
1670;418;долгота;0
1671;418;курсовой угол;0
1672;418;магнитное склонение;0
1673;419;Лечь в дрейф;0
1674;419;Увеличить ход и идти вразрез волне ;0
1675;419;Дать «малый ход» и держать судно «носом на ветер»;1
1676;419;Идти по волне на полном ходу;0
1677;420;к   N;0
3724;932;Увеличить скорость гидроцикла;0
3725;932;Снизить скорость гидроцикла;1
3726;932;Создать дифферент на корму;0
3727;932;Создать дифферент на нос;0
1691;423;Занято дноуглубительными работами;0
1692;423;Занято работами по устранению минной опасности;1
1693;424;Штраф;1
1694;424;Предупреждение;0
1695;424;Предупреждение или штраф;0
1696;424;Лишение права управления;0
1697;425;радиопозывные, указанные в разрешении на право эксплуатации;0
1698;425;название судна;1
1699;425;цифровое кодовое обозначение;0
1700;425;буквенное кодовое обозначение;0
1701;426;якоря не бросать;0
1702;426;место якорной стоянки;0
1703;426;место потери якоря;0
1704;426;пост судоходной инспекции;1
1705;427;а), б), г);0
1706;427;в);0
1707;427;а), в), б), г);1
1708;427;б), и г);0
1709;428;идет вправо;0
1710;428;идет на наблюдателя;0
1711;428;идет от наблюдателя;0
1712;428;идет влево;1
1713;429;а);0
1714;429;б);1
1715;429;в);0
1716;429;г);0
1717;430;5 чел.;0
1718;430;6 чел.;1
1719;430;4 чел.;0
1720;430;7 чел.;0
1721;431;к поплавку картушки;1
1722;431;к нактоузу;0
1723;431;к котелку компаса;0
1724;431;к пеленгатору;0
1725;432;магнитное склонение;0
1726;432;девиация;1
1727;432;дрейф;0
1728;432;поправка компаса;0
1729;433;Никакому;0
1730;433;а и б;0
1731;433;б;1
1732;433;а;0
1733;434;к   N;0
1734;434;Справа;0
1735;434;Слева;1
1736;434;к   S;0
1737;435;25 градусов;1
1738;435;195 градусов;0
1739;435;205 градусов;0
1740;435;15 градусов;0
1741;436;Рыболовное судно длиной менее 50 м, занятое тралением;0
1742;436;Рыболовное судно длиной более 50 м, занятое тралением;0
3728;933;Должно в любом случае;1
3729;933;Должно, если парусное судно идет правым галсом;0
3730;933;Должно, если парусное судно приближается с правого борта;0
1743;436;Рыболовное судно, занятое ловом рыбы кошельковыми неводами;0
1744;436;Любое из перечисленных рыболовных судов;1
1745;437;в;0
1746;437;б;0
1747;437;а;0
1748;437;Любое;1
1749;438;Штраф;0
1750;438;Предупреждение или штраф, или лишение права управления;0
1751;438;Предупреждение или штраф;0
1752;438;Штраф или лишение права управления;1
1753;439;"прошу уменьшить ход";0
1754;439;"я намереваюсь сделать оборот";0
1755;439;"человек за бортом";1
1756;439;"я изменяю свой курс влево";0
1757;440;220 см;0
1758;440;155 см;0
1759;440;175 см;0
1760;440;125 см;1
1761;441;б);0
1762;441;а);0
1763;441;в);0
1764;441;г);1
1765;442;парусное под мотором;0
1766;442;одиночное самоходное длиной менее 50 м;0
1767;442;маломерное моторное;0
1768;442;каждое из перечисленных;1
1769;443;штевень;0
1770;443;штаг;0
1771;443;флор;0
1772;443;форштевень;1
1773;444;31 см;0
1774;444;33 см;0
1775;444;32 см;0
1776;444;30 см;1
1777;445;лаг;1
1778;445;эхолот;0
1779;445;лот;0
1780;445;спидометр;0
1781;446;снос;0
1782;446;дрейф;1
1783;446;склонение;0
1784;446;уклон;0
1785;447;С винтом правого вращения;1
1786;447;С винтом левого вращения;0
1787;447;С винтом любого вращения;0
1788;447;С винтом левого вращения при отжимном течении;0
1789;448;Левой стороны;0
1790;448;Ограждающий отдельную опасность;0
1791;448;Чистой воды;0
1792;448;Специального назначения;1
1793;449;70 градусов;1
1794;449;65 градусов;0
3731;933;Не должно;0
3732;934;Левую сторону фарватера;0
3733;934;Правую сторону фарватера;0
3734;934;Отдельную опасность малых размеров;1
3735;934;Ось фарватера;0
1795;449;55 градусов;0
1796;449;60 градусов;0
1797;450;Судно, занятое ловом рыбы тралением;0
1798;450;Судно, занятое работами по устранению минной опасности;1
1799;450;Судно, лишенное возможности управляться;0
1800;450;Судно, занятое дноуглубительными работами;0
1801;451;Тралением мин;0
1802;451;Ловом рыбы, с помощью сетей;0
1803;451;Ловом рыбы кошельковым способом;0
1804;451;Ловом рыбы с использованием трала;1
1805;452;При отсутствии у судоводителя удостоверения на управление;0
1806;452;При отсутствии на судне судовых документов;0
1807;452;За управление в состоянии опьянения;1
1808;452;При отсутствии судовых и судоводительских документов;0
1809;453;путем ведения переговоров;0
1810;453;передачей чисел порядкового счета;1
1811;453;путем передачи типовых фраз;0
1812;453;любым способом из перечисленных;0
1813;454;впереди надводный переход с минимальной высотой 15 м;0
1814;454;на этом участке реки глубина 15 м;0
1815;454;ширина судового хода составляет 15 м;0
1816;454;максимально допустимая скорость 15 км/ч;1
1817;455;в);0
1818;455;а);0
1819;455;б);1
1820;455;г);0
1821;456;в);0
1822;456;б);0
1823;456;а);0
1824;456;г);1
1825;457;носовой конец заводится с носа, кормовой - с кормы;0
1826;457;с носа;1
1827;457;с кормы;0
1828;457;в любом порядке;0
1829;458;30 см;0
1830;458;6 см;0
1831;458;60 см;0
1832;458;4 см;1
1833;459;транспортир;0
1834;459;измеритель;0
1835;459;секстан;0
1836;459;протрактор;1
1837;460;по крюйс-пеленгу;0
1838;460;по изобате;0
1839;460;по трем пеленгам;1
1840;460;по отличительной глубине;0
1841;461;С винтом любого вращения;0
3736;935;Запрещается движение судов по рейду;0
3737;935;Запрещено движение по рейду маломореходным катерам и шлюпкам;0
3738;935;Ожидается шторм от северо-запада;1
3739;935;Ожидается шторм от  северо-востока;0
3740;936;Судно, осуществляющее перевозку радиоактивных грузов;0
1842;461;С винтом левого вращения;0
1843;461;С винтом левого вращения при отжимом ветре;0
1844;461;С винтом правого вращения;1
1845;462;с W;0
1846;462;с N;0
1847;462;с S;1
1848;462;с E;0
1849;463;120 градусов;1
1850;463;240 градусов;0
1851;463;300 градусов;0
1852;463;60 градусов;0
1853;464;разрешается только выход из гавани;0
1854;464;временное воспрещение входа и выхода из гавани;0
1855;464;запрещено движение по гаваням и рейдам маломореходным кораблям и судам и шлюпкам;1
1856;464;разрешается только вход в порт;0
